Timecode,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25
2021-01-06T22:00:00.0,0.055,0.052,0.003,0.078,0.0,0.078,0.003,0.049,0.049,0.078,0.049,0.0,0.003,0.052,0.124,0.049,0.049,0.046,0.052,0.003,0.049,0.052,0.049,0.052,0.052
2021-01-06T23:00:00.0,0.012,0.052,0.003,0.078,0.003,0.075,0.003,0.049,0.049,0.124,0.049,0.049,0.049,0.052,0.049,0.049,0.049,0.052,0.052,0.052,0.049,0.052,0.049,0.052,0.052
2021-01-07T00:00:00.0,0.012,0.052,0.003,0.003,0.003,0.0,0.003,0.049,0.003,0.124,0.049,0.049,0.049,0.052,0.003,0.049,0.049,0.052,0.052,0.052,0.049,0.052,0.003,0.052,0.006
2021-01-07T01:00:00.0,0.009000000000000001,0.052,0.003,0.003,0.003,0.0,0.003,0.049,0.0,0.124,0.003,0.049,0.049,0.003,0.003,0.049,0.003,0.006,0.052,0.052,0.003,0.052,0.0,0.052,0.003
2021-01-07T02:00:00.0,0.006,0.052,0.003,0.0,0.003,0.0,0.16,0.0,0.0,0.046,0.003,0.049,0.049,0.0,0.0,0.049,0.003,0.006,0.003,0.049,0.003,0.006,0.0,0.006,0.0
2021-01-07T03:00:00.0,0.006,0.006,0.003,0.0,0.003,0.0,0.16,0.0,0.0,0.046,0.0,0.049,0.003,0.0,0.0,0.049,0.0,0.006,0.003,0.049,0.0,0.006,0.0,0.006,0.0
2021-01-07T04:00:00.0,0.006,0.003,0.0,0.0,0.003,0.0,0.16,0.0,0.0,0.046,0.0,0.003,0.003,0.0,0.0,0.003,0.0,0.006,0.0,0.003,0.0,0.0,0.0,0.003,0.0
2021-01-07T05:00:00.0,0.003,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0
2021-01-07T06:00:00.0,0.276,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T07:00:00.0,0.35600000000000004,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T08:00:00.0,0.35600000000000004,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T09:00:00.0,0.35600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T10:00:00.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T11:00:00.0,0.08,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.42800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T12:00:00.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.42800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T13:00:00.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.34800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T14:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T15:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T16:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T17:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T18:00:00.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.003,0.0,0.0,0.0,0.003,0.0,0.046
2021-01-07T19:00:00.0,0.052,0.0,0.0,0.075,0.0,0.0,0.003,0.003,0.046,0.075,0.0,0.0,0.0,0.003,0.003,0.0,0.046,0.003,0.003,0.046,0.0,0.0,0.003,0.046,0.049
2021-01-07T20:00:00.0,0.055,0.0,0.003,0.075,0.003,0.075,0.049,0.003,0.049,0.075,0.0,0.0,0.0,0.003,0.124,0.0,0.046,0.003,0.003,0.046,0.0,0.0,0.003,0.046,0.049
2021-01-07T21:00:00.0,0.055,0.046,0.003,0.078,0.003,0.075,0.049,0.049,0.049,0.075,0.003,0.046,0.003,0.049,0.124,0.003,0.046,0.049,0.003,0.052,0.003,0.046,0.003,0.046,0.049
2021-01-07T22:00:00.0,0.012,0.049,0.003,0.003,0.003,0.078,0.049,0.049,0.049,0.124,0.049,0.046,0.003,0.049,0.124,0.049,0.049,0.049,0.049,0.052,0.003,0.049,0.003,0.049,0.049
2021-01-07T23:00:00.0,0.012,0.052,0.003,0.003,0.003,0.078,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.052,0.124,0.049,0.049,0.052,0.052,0.052,0.049,0.052,0.049,0.052,0.006
2021-01-08T00:00:00.0,0.015,0.052,0.003,0.003,0.003,0.078,0.049,0.049,0.049,0.049,0.049,0.049,0.052,0.052,0.124,0.052,0.003,0.052,0.052,0.052,0.049,0.052,0.046,0.052,0.006
2021-01-08T01:00:00.0,0.012,0.052,0.003,0.003,0.006,0.003,0.049,0.046,0.006,0.049,0.049,0.049,0.052,0.049,0.0,0.052,0.006,0.055,0.052,0.009000000000000001,0.049,0.055,0.046,0.006,0.006
2021-01-08T02:00:00.0,0.015000000000000001,0.003,0.006,0.003,0.003,0.006,0.0,0.049,0.003,0.052,0.049,0.049,0.049,0.006,0.003,0.052,0.006,0.006,0.006,0.012,0.049,0.055,0.046,0.006,0.003
2021-01-08T03:00:00.0,0.012,0.006,0.003,0.0,0.003,0.006,0.16,0.003,0.003,0.049,0.006,0.003,0.049,0.006,0.003,0.003,0.006,0.006,0.006,0.009000000000000001,0.046,0.012,0.049,0.006,0.006
2021-01-08T04:00:00.0,0.015,0.006,0.003,0.003,0.003,0.003,0.16,0.003,0.003,0.003,0.003,0.003,0.049,0.009000000000000001,0.003,0.003,0.006,0.009000000000000001,0.006,0.006,0.003,0.009000000000000001,0.049,0.009000000000000001,0.006
2021-01-08T05:00:00.0,0.012,0.006,0.003,0.003,0.003,0.003,0.163,0.003,0.003,0.003,0.003,0.003,0.003,0.009000000000000001,0.003,0.003,0.003,0.009000000000000001,0.009000000000000001,0.006,0.003,0.009000000000000001,0.003,0.009000000000000001,0.009000000000000001
2021-01-08T06:00:00.0,0.009000000000000001,0.006,0.003,0.003,0.0,0.003,0.163,0.003,0.003,0.003,0.003,0.003,0.003,0.006,0.003,0.003,0.003,0.006,0.006,0.006,0.003,0.006,0.003,0.006,0.006
2021-01-08T07:00:00.0,0.009000000000000001,0.006,0.003,0.003,0.0,0.003,0.163,0.003,0.0,0.003,0.003,0.003,0.0,0.006,0.003,0.0,0.003,0.006,0.006,0.006,0.003,0.006,0.003,0.006,0.006
2021-01-08T08:00:00.0,0.003,0.006,0.0,0.003,0.0,0.003,0.163,0.0,0.0,0.0,0.003,0.003,0.0,0.006,0.0,0.0,0.0,0.003,0.003,0.0,0.003,0.003,0.003,0.006,0.003
2021-01-08T09:00:00.0,0.003,0.006,0.0,0.003,0.0,0.0,0.163,0.0,0.0,0.0,0.336,0.003,0.0,0.003,0.0,0.0,0.0,0.003,0.003,0.0,0.003,0.0,0.003,0.006,0.003
2021-01-08T10:00:00.0,0.279,0.003,0.0,0.003,0.0,0.0,0.163,0.0,0.0,0.0,0.34800000000000003,0.003,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.003
2021-01-08T11:00:00.0,0.35600000000000004,0.003,0.0,0.0,0.075,0.0,0.003,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T12:00:00.0,0.35600000000000004,0.0,0.0,0.075,0.075,0.0,0.0,0.0,0.046,0.046,0.08,0.046,0.046,0.046,0.121,0.0,0.0,0.0,0.0,0.046,0.0,0.046,0.0,0.046,0.0
2021-01-08T13:00:00.0,0.08,0.046,0.0,0.075,0.0,0.075,0.046,0.046,0.046,0.046,0.08,0.046,0.046,0.046,0.121,0.046,0.046,0.0,0.0,0.046,0.0,0.046,0.0,0.046,0.046
2021-01-08T14:00:00.0,0.126,0.046,0.0,0.075,0.0,0.075,0.046,0.046,0.046,0.121,0.046,0.046,0.046,0.046,0.121,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046
2021-01-08T15:00:00.0,0.046,0.046,0.0,0.075,0.0,0.075,0.046,0.046,0.046,0.121,0.046,0.046,0.046,0.046,0.121,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046
2021-01-08T16:00:00.0,0.046,0.046,0.0,0.075,0.0,0.075,0.046,0.046,0.046,0.121,0.046,0.046,0.0,0.046,0.121,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046
2021-01-08T17:00:00.0,0.046,0.046,0.0,0.075,0.0,0.075,0.0,0.046,0.046,0.075,0.046,0.0,0.0,0.0,0.075,0.0,0.046,0.046,0.046,0.0,0.046,0.0,0.046,0.0,0.046
2021-01-08T18:00:00.0,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.046,0.0,0.046,0.0,0.046,0.0,0.0
2021-01-08T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
